2025-06-14 00:58:26 | INFO     | __main__:main:50 - 🚀 启动Dify微信生态接入服务
2025-06-14 11:22:43 | INFO     | src.wechat_official:async_process_message:178 - 🧹 清理异步任务记录，用户: oeMLOwjcEuAyyiUhf4QJR8Nr-AmU
2025-06-14 11:22:43 | INFO     | src.wechat_official:task_done_callback:430 - ✅ 异步任务执行完成，用户: oeMLOwjcEuAyyiUhf4QJR8Nr-AmU
2025-06-14 13:38:21 | INFO     | __main__:main:50 - 🚀 启动Dify微信生态接入服务
2025-06-14 13:38:21 | INFO     | src.app:create_app:110 - FastAPI应用创建成功
2025-06-14 13:38:21 | INFO     | __main__:main:61 - 📡 服务启动在 http://0.0.0.0:8000
2025-06-14 13:38:47 | INFO     | src.wechat_official:handle_webhook:341 - 收到POST请求，加密类型: 
2025-06-14 13:38:47 | INFO     | src.wechat_official:handle_webhook:362 - 明文模式消息，跳过签名验证
2025-06-14 13:38:47 | INFO     | src.wechat_official:handle_webhook:371 - 收到微信消息: text from test_user
2025-06-14 13:38:47 | INFO     | src.wechat_official:handle_webhook:402 - 消息长度: 2, 超时设置: 5.0秒
2025-06-14 13:38:47 | INFO     | src.wechat_official:handle_message:228 - 处理消息类型: text, 来自: test_user
2025-06-14 13:38:47 | INFO     | src.wechat_official:handle_message:244 - 收到消息内容: 你好
2025-06-14 13:38:47 | INFO     | src.wechat_official:handle_message:263 - 使用流式响应处理简单消息，长度: 2
2025-06-14 13:38:52 | WARNING  | src.wechat_official:handle_webhook:411 - 消息处理超时，启动异步处理
2025-06-14 13:38:52 | INFO     | src.wechat_official:handle_webhook:422 - ✅ 已启动异步处理任务，用户: test_user
2025-06-14 13:38:52 | INFO     | src.wechat_official:handle_webhook:443 - 准备返回回复，长度: 227
2025-06-14 13:38:52 | INFO     | src.wechat_official:handle_webhook:444 - 回复XML内容: <xml>
<ToUserName><![CDATA[test_user]]></ToUserName>
<FromUserName><![CDATA[gh_test]]></FromUserName>
<CreateTime>1749879532</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[正在处理您的消息，请稍候...]]></Content>
</xml>
2025-06-14 13:38:52 | INFO     | src.wechat_official:handle_webhook:460 - 最终返回明文响应: <xml>
<ToUserName><![CDATA[test_user]]></ToUserName>
<FromUserName><![CDATA[gh_test]]></FromUserName>
<CreateTime>1749879532</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[正在处理您的消息，请稍候...]]></Content>
</xml>
2025-06-14 13:38:52 | INFO     | src.wechat_official:async_process_message:107 - 🚀 开始异步处理消息，用户: test_user
2025-06-14 13:38:52 | INFO     | src.wechat_official:async_process_message:110 - 📝 异步处理消息内容: 你好...
2025-06-14 13:38:52 | INFO     | src.wechat_official:async_process_message:114 - 🔗 获取会话ID: None
2025-06-14 13:38:52 | INFO     | src.wechat_official:async_process_message:119 - ⏰ 设置Dify超时时间: 30秒
2025-06-14 13:38:52 | INFO     | src.wechat_official:async_process_message:121 - 📡 开始调用Dify API...
2025-06-14 13:39:01 | INFO     | src.dify_client:chat_completion:71 - Dify API调用成功，用户: test_user
2025-06-14 13:39:01 | INFO     | src.wechat_official:async_process_message:127 - ✅ Dify API调用完成
2025-06-14 13:39:01 | INFO     | src.wechat_official:async_process_message:138 - 💾 保存会话ID: 01fe579e-e3f4-462d-95ca-7472ef07eb57
2025-06-14 13:39:01 | INFO     | src.wechat_official:async_process_message:142 - 💬 获取回复内容，长度: 90
2025-06-14 13:39:01 | INFO     | src.wechat_official:async_process_message:151 - 📤 开始发送客服消息...
2025-06-14 13:39:01 | INFO     | src.wechat_official:send_customer_service_message:63 - 🔑 开始获取access_token...
2025-06-14 13:39:19 | ERROR    | src.wechat_official:send_customer_service_message:99 - 💥 客服消息发送异常: ('Connection aborted.', OSError(49, "Can't assign requested address"))
2025-06-14 13:39:19 | ERROR    | src.wechat_official:send_customer_service_message:101 - 异常详情: Traceback (most recent call last):
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/connectionpool.py", line 787, in urlopen
    response = self._make_request(
        conn,
    ...<10 lines>...
        **response_kw,
    )
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/connectionpool.py", line 534, in _make_request
    response = conn.getresponse()
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/connection.py", line 516, in getresponse
    httplib_response = super().getresponse()
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/client.py", line 1430, in getresponse
    response.begin()
    ~~~~~~~~~~~~~~^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/client.py", line 331, in begin
    version, status, reason = self._read_status()
                              ~~~~~~~~~~~~~~~~~^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/client.py", line 292, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), "iso-8859-1")
               ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/socket.py", line 719, in readinto
    return self._sock.recv_into(b)
           ~~~~~~~~~~~~~~~~~~~~^^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ssl.py", line 1304, in recv_into
    return self.read(nbytes, buffer)
           ~~~~~~~~~^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ssl.py", line 1138, in read
    return self._sslobj.read(len, buffer)
           ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
OSError: [Errno 49] Can't assign requested address

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/requests/adapters.py", line 667, in send
    resp = conn.urlopen(
        method=request.method,
    ...<9 lines>...
        chunked=chunked,
    )
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/connectionpool.py", line 841, in urlopen
    retries = retries.increment(
        method, url, error=new_e, _pool=self, _stacktrace=sys.exc_info()[2]
    )
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/util/retry.py", line 474, in increment
    raise reraise(type(error), error, _stacktrace)
          ~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/util/util.py", line 38, in reraise
    raise value.with_traceback(tb)
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/connectionpool.py", line 787, in urlopen
    response = self._make_request(
        conn,
    ...<10 lines>...
        **response_kw,
    )
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/connectionpool.py", line 534, in _make_request
    response = conn.getresponse()
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/urllib3/connection.py", line 516, in getresponse
    httplib_response = super().getresponse()
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/client.py", line 1430, in getresponse
    response.begin()
    ~~~~~~~~~~~~~~^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/client.py", line 331, in begin
    version, status, reason = self._read_status()
                              ~~~~~~~~~~~~~~~~~^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/client.py", line 292, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), "iso-8859-1")
               ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/socket.py", line 719, in readinto
    return self._sock.recv_into(b)
           ~~~~~~~~~~~~~~~~~~~~^^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ssl.py", line 1304, in recv_into
    return self.read(nbytes, buffer)
           ~~~~~~~~~^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ssl.py", line 1138, in read
    return self._sslobj.read(len, buffer)
           ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
urllib3.exceptions.ProtocolError: ('Connection aborted.', OSError(49, "Can't assign requested address"))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/src/wechat_official.py", line 65, in send_customer_service_message
    access_token = self.wechat_client.access_token
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/base.py", line 248, in access_token
    self.fetch_access_token()
    ~~~~~~~~~~~~~~~~~~~~~~~^^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/__init__.py", line 60, in fetch_access_token
    return self._fetch_access_token(
           ~~~~~~~~~~~~~~~~~~~~~~~~^
        url='https://api.weixin.qq.com/cgi-bin/token',
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
        }
        ^
    )
    ^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/base.py", line 197, in _fetch_access_token
    res = self._http.get(
        url=url,
        params=params
    )
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/requests/sessions.py", line 602, in get
    return self.request("GET", url, **kwargs)
           ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/requests/sessions.py", line 589, in request
    resp = self.send(prep, **send_kwargs)
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/requests/sessions.py", line 703, in send
    r = adapter.send(request, **kwargs)
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/requests/adapters.py", line 682, in send
    raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', OSError(49, "Can't assign requested address"))

2025-06-14 13:39:19 | WARNING  | src.wechat_official:async_process_message:157 - ⚠️ 客服消息API不可用，用户: test_user
2025-06-14 13:39:19 | INFO     | src.wechat_official:async_process_message:158 - 💡 建议：1) 升级为认证服务号 2) 开通客服功能 3) 或使用模板消息
2025-06-14 13:39:19 | INFO     | src.wechat_official:async_process_message:159 - 📝 AI回复内容（已生成但无法发送）: 你好！很高兴认识你，我是顾杰，一名AI规划师，目前在松下负责生成式AI平台的研发工作。作为一个对技术充满热情的人，我很期待能和你们一起探索AI领域的无限可能！有什么我可以帮你的吗？...
2025-06-14 13:39:19 | INFO     | src.wechat_official:async_process_message:178 - 🧹 清理异步任务记录，用户: test_user
2025-06-14 13:39:19 | INFO     | src.wechat_official:task_done_callback:430 - ✅ 异步任务执行完成，用户: test_user
2025-06-14 13:39:24 | INFO     | __main__:main:50 - 🚀 启动Dify微信生态接入服务
2025-06-14 13:39:24 | INFO     | src.app:create_app:110 - FastAPI应用创建成功
2025-06-14 13:39:24 | INFO     | __main__:main:61 - 📡 服务启动在 http://0.0.0.0:8000
2025-06-14 13:40:01 | INFO     | src.wechat_official:handle_webhook:341 - 收到POST请求，加密类型: 
2025-06-14 13:40:01 | INFO     | src.wechat_official:handle_webhook:362 - 明文模式消息，跳过签名验证
2025-06-14 13:40:01 | INFO     | src.wechat_official:handle_webhook:371 - 收到微信消息: text from test_user_2
2025-06-14 13:40:01 | INFO     | src.wechat_official:handle_webhook:402 - 消息长度: 2, 超时设置: 5.0秒
2025-06-14 13:40:01 | INFO     | src.wechat_official:handle_message:228 - 处理消息类型: text, 来自: test_user_2
2025-06-14 13:40:01 | INFO     | src.wechat_official:handle_message:244 - 收到消息内容: hi
2025-06-14 13:40:01 | INFO     | src.wechat_official:handle_message:263 - 使用流式响应处理简单消息，长度: 2
2025-06-14 13:40:06 | WARNING  | src.wechat_official:handle_webhook:411 - 消息处理超时，启动异步处理
2025-06-14 13:40:06 | INFO     | src.wechat_official:handle_webhook:422 - ✅ 已启动异步处理任务，用户: test_user_2
2025-06-14 13:40:06 | INFO     | src.wechat_official:handle_webhook:443 - 准备返回回复，长度: 229
2025-06-14 13:40:06 | INFO     | src.wechat_official:handle_webhook:444 - 回复XML内容: <xml>
<ToUserName><![CDATA[test_user_2]]></ToUserName>
<FromUserName><![CDATA[gh_test]]></FromUserName>
<CreateTime>1749879606</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[正在处理您的消息，请稍候...]]></Content>
</xml>
2025-06-14 13:40:06 | INFO     | src.wechat_official:handle_webhook:460 - 最终返回明文响应: <xml>
<ToUserName><![CDATA[test_user_2]]></ToUserName>
<FromUserName><![CDATA[gh_test]]></FromUserName>
<CreateTime>1749879606</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[正在处理您的消息，请稍候...]]></Content>
</xml>
2025-06-14 13:40:06 | INFO     | src.wechat_official:async_process_message:107 - 🚀 开始异步处理消息，用户: test_user_2
2025-06-14 13:40:06 | INFO     | src.wechat_official:async_process_message:110 - 📝 异步处理消息内容: hi...
2025-06-14 13:40:06 | INFO     | src.wechat_official:async_process_message:114 - 🔗 获取会话ID: None
2025-06-14 13:40:06 | INFO     | src.wechat_official:async_process_message:119 - ⏰ 设置Dify超时时间: 30秒
2025-06-14 13:40:06 | INFO     | src.wechat_official:async_process_message:121 - 📡 开始调用Dify API...
2025-06-14 13:40:16 | INFO     | src.dify_client:chat_completion:71 - Dify API调用成功，用户: test_user_2
2025-06-14 13:40:16 | INFO     | src.wechat_official:async_process_message:127 - ✅ Dify API调用完成
2025-06-14 13:40:16 | INFO     | src.wechat_official:async_process_message:138 - 💾 保存会话ID: 4014ca98-db06-47ef-9994-624b91366749
2025-06-14 13:40:16 | INFO     | src.wechat_official:async_process_message:142 - 💬 获取回复内容，长度: 168
2025-06-14 13:40:16 | INFO     | src.wechat_official:async_process_message:151 - 📤 开始发送客服消息...
2025-06-14 13:40:16 | INFO     | src.wechat_official:send_customer_service_message:63 - 🔑 开始获取access_token...
2025-06-14 13:40:17 | ERROR    | src.wechat_official:send_customer_service_message:99 - 💥 客服消息发送异常: Error code: 40164, message: invalid ip 101.82.212.214 ipv6 ::ffff:101.82.212.214, not in whitelist rid: 684d0b41-6e54df56-398fc76e
2025-06-14 13:40:17 | ERROR    | src.wechat_official:send_customer_service_message:101 - 异常详情: Traceback (most recent call last):
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/src/wechat_official.py", line 65, in send_customer_service_message
    access_token = self.wechat_client.access_token
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/base.py", line 248, in access_token
    self.fetch_access_token()
    ~~~~~~~~~~~~~~~~~~~~~~~^^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/__init__.py", line 60, in fetch_access_token
    return self._fetch_access_token(
           ~~~~~~~~~~~~~~~~~~~~~~~~^
        url='https://api.weixin.qq.com/cgi-bin/token',
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
        }
        ^
    )
    ^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/base.py", line 213, in _fetch_access_token
    raise WeChatClientException(
    ...<5 lines>...
    )
wechatpy.exceptions.WeChatClientException: Error code: 40164, message: invalid ip 101.82.212.214 ipv6 ::ffff:101.82.212.214, not in whitelist rid: 684d0b41-6e54df56-398fc76e

2025-06-14 13:40:17 | WARNING  | src.wechat_official:async_process_message:157 - ⚠️ 客服消息API不可用，用户: test_user_2
2025-06-14 13:40:17 | INFO     | src.wechat_official:async_process_message:158 - 💡 建议：1) 升级为认证服务号 2) 开通客服功能 3) 或使用模板消息
2025-06-14 13:40:17 | INFO     | src.wechat_official:async_process_message:159 - 📝 AI回复内容（已生成但无法发送）: Hello! How can I assist you today?  

By the way, if you're interested in AI, digital transformation...
2025-06-14 13:40:17 | INFO     | src.wechat_official:async_process_message:178 - 🧹 清理异步任务记录，用户: test_user_2
2025-06-14 13:40:17 | INFO     | src.wechat_official:task_done_callback:430 - ✅ 异步任务执行完成，用户: test_user_2
2025-06-14 13:42:02 | INFO     | __main__:main:50 - 🚀 启动Dify微信生态接入服务
2025-06-14 13:42:02 | INFO     | src.app:create_app:110 - FastAPI应用创建成功
2025-06-14 13:42:02 | INFO     | __main__:main:61 - 📡 服务启动在 http://0.0.0.0:8000
2025-06-14 13:42:20 | INFO     | src.wechat_official:handle_webhook:341 - 收到POST请求，加密类型: 
2025-06-14 13:42:20 | INFO     | src.wechat_official:handle_webhook:362 - 明文模式消息，跳过签名验证
2025-06-14 13:42:20 | INFO     | src.wechat_official:handle_webhook:371 - 收到微信消息: text from test_user_3
2025-06-14 13:42:20 | INFO     | src.wechat_official:handle_webhook:402 - 消息长度: 5, 超时设置: 5.0秒
2025-06-14 13:42:20 | INFO     | src.wechat_official:handle_message:228 - 处理消息类型: text, 来自: test_user_3
2025-06-14 13:42:20 | INFO     | src.wechat_official:handle_message:244 - 收到消息内容: hello
2025-06-14 13:42:20 | INFO     | src.wechat_official:handle_message:263 - 使用流式响应处理简单消息，长度: 5
2025-06-14 13:42:25 | WARNING  | src.wechat_official:handle_webhook:411 - 消息处理超时，启动异步处理
2025-06-14 13:42:25 | INFO     | src.wechat_official:handle_webhook:422 - ✅ 已启动异步处理任务，用户: test_user_3
2025-06-14 13:42:25 | INFO     | src.wechat_official:handle_webhook:443 - 准备返回回复，长度: 229
2025-06-14 13:42:25 | INFO     | src.wechat_official:handle_webhook:444 - 回复XML内容: <xml>
<ToUserName><![CDATA[test_user_3]]></ToUserName>
<FromUserName><![CDATA[gh_test]]></FromUserName>
<CreateTime>1749879745</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[正在处理您的消息，请稍候...]]></Content>
</xml>
2025-06-14 13:42:25 | INFO     | src.wechat_official:handle_webhook:460 - 最终返回明文响应: <xml>
<ToUserName><![CDATA[test_user_3]]></ToUserName>
<FromUserName><![CDATA[gh_test]]></FromUserName>
<CreateTime>1749879745</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[正在处理您的消息，请稍候...]]></Content>
</xml>
2025-06-14 13:42:25 | INFO     | src.wechat_official:async_process_message:107 - 🚀 开始异步处理消息，用户: test_user_3
2025-06-14 13:42:25 | INFO     | src.wechat_official:async_process_message:110 - 📝 异步处理消息内容: hello...
2025-06-14 13:42:25 | INFO     | src.wechat_official:async_process_message:114 - 🔗 获取会话ID: None
2025-06-14 13:42:25 | INFO     | src.wechat_official:async_process_message:119 - ⏰ 设置Dify超时时间: 30秒
2025-06-14 13:42:25 | INFO     | src.wechat_official:async_process_message:121 - 📡 开始调用Dify API...
2025-06-14 13:42:34 | INFO     | src.dify_client:chat_completion:71 - Dify API调用成功，用户: test_user_3
2025-06-14 13:42:34 | INFO     | src.wechat_official:async_process_message:127 - ✅ Dify API调用完成
2025-06-14 13:42:34 | INFO     | src.wechat_official:async_process_message:138 - 💾 保存会话ID: 18eab11e-ac41-4c88-a40d-fef0b11663d4
2025-06-14 13:42:34 | INFO     | src.wechat_official:async_process_message:142 - 💬 获取回复内容，长度: 34
2025-06-14 13:42:34 | INFO     | src.wechat_official:async_process_message:151 - 📤 开始发送客服消息...
2025-06-14 13:42:34 | INFO     | src.wechat_official:send_customer_service_message:63 - 🔑 开始获取access_token...
2025-06-14 13:42:35 | ERROR    | src.wechat_official:send_customer_service_message:99 - 💥 客服消息发送异常: Error code: 40164, message: invalid ip 101.82.212.214 ipv6 ::ffff:101.82.212.214, not in whitelist rid: 684d0bcb-7a930113-3f47c8b4
2025-06-14 13:42:35 | ERROR    | src.wechat_official:send_customer_service_message:101 - 异常详情: Traceback (most recent call last):
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/src/wechat_official.py", line 65, in send_customer_service_message
    access_token = self.wechat_client.access_token
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/base.py", line 248, in access_token
    self.fetch_access_token()
    ~~~~~~~~~~~~~~~~~~~~~~~^^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/__init__.py", line 60, in fetch_access_token
    return self._fetch_access_token(
           ~~~~~~~~~~~~~~~~~~~~~~~~^
        url='https://api.weixin.qq.com/cgi-bin/token',
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
        }
        ^
    )
    ^
  File "/Users/kamirui/Documents/9_AI/Cursor/dify2wechat/venv/lib/python3.13/site-packages/wechatpy/client/base.py", line 213, in _fetch_access_token
    raise WeChatClientException(
    ...<5 lines>...
    )
wechatpy.exceptions.WeChatClientException: Error code: 40164, message: invalid ip 101.82.212.214 ipv6 ::ffff:101.82.212.214, not in whitelist rid: 684d0bcb-7a930113-3f47c8b4

2025-06-14 13:42:35 | WARNING  | src.wechat_official:async_process_message:157 - ⚠️ 客服消息API不可用，用户: test_user_3
2025-06-14 13:42:35 | INFO     | src.wechat_official:async_process_message:158 - 💡 建议：1) 升级为认证服务号 2) 开通客服功能 3) 或使用模板消息
2025-06-14 13:42:35 | INFO     | src.wechat_official:async_process_message:159 - 📝 AI回复内容（已生成但无法发送）: Hello! How can I assist you today?...
2025-06-14 13:42:35 | INFO     | src.wechat_official:async_process_message:178 - 🧹 清理异步任务记录，用户: test_user_3
2025-06-14 13:42:35 | INFO     | src.wechat_official:task_done_callback:430 - ✅ 异步任务执行完成，用户: test_user_3
2025-06-14 13:42:47 | INFO     | src.wechat_official:handle_webhook:341 - 收到POST请求，加密类型: 
2025-06-14 13:42:47 | INFO     | src.wechat_official:handle_webhook:362 - 明文模式消息，跳过签名验证
2025-06-14 13:42:47 | INFO     | src.wechat_official:handle_webhook:371 - 收到微信消息: text from test_user_4
2025-06-14 13:42:47 | INFO     | src.wechat_official:handle_webhook:402 - 消息长度: 2, 超时设置: 5.0秒
2025-06-14 13:42:47 | INFO     | src.wechat_official:handle_message:228 - 处理消息类型: text, 来自: test_user_4
2025-06-14 13:42:47 | INFO     | src.wechat_official:handle_message:244 - 收到消息内容: hi
2025-06-14 13:42:47 | INFO     | src.wechat_official:handle_message:263 - 使用流式响应处理简单消息，长度: 2
2025-06-14 13:42:51 | INFO     | src.dify_client:chat_completion_streaming:227 - Dify API流式调用成功，用户: test_user_4
2025-06-14 13:42:51 | INFO     | src.wechat_official:handle_message:300 - 公众号消息处理完成，用户: test_user_4, 回复: Hello! How can I assist you today?...
2025-06-14 13:42:51 | INFO     | src.wechat_official:handle_webhook:443 - 准备返回回复，长度: 248
2025-06-14 13:42:51 | INFO     | src.wechat_official:handle_webhook:444 - 回复XML内容: <xml>
<ToUserName><![CDATA[test_user_4]]></ToUserName>
<FromUserName><![CDATA[gh_test]]></FromUserName>
<CreateTime>1749879771</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[Hello! How can I assist you today?]]></Content>
</xml>
2025-06-14 13:42:51 | INFO     | src.wechat_official:handle_webhook:460 - 最终返回明文响应: <xml>
<ToUserName><![CDATA[test_user_4]]></ToUserName>
<FromUserName><![CDATA[gh_test]]></FromUserName>
<CreateTime>1749879771</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[Hello! How can I assist you today?]]></Content>
</xml>
2025-06-14 13:43:35 | INFO     | src.wechat_official:handle_webhook:341 - 收到POST请求，加密类型: 
2025-06-14 13:43:35 | INFO     | src.wechat_official:handle_webhook:362 - 明文模式消息，跳过签名验证
2025-06-14 13:43:35 | INFO     | src.wechat_official:handle_webhook:371 - 收到微信消息: text from oeMLOwjcEuAyyiUhf4QJR8Nr-AmU
2025-06-14 13:43:35 | INFO     | src.wechat_official:handle_webhook:402 - 消息长度: 2, 超时设置: 5.0秒
2025-06-14 13:43:35 | INFO     | src.wechat_official:handle_message:228 - 处理消息类型: text, 来自: oeMLOwjcEuAyyiUhf4QJR8Nr-AmU
2025-06-14 13:43:35 | INFO     | src.wechat_official:handle_message:244 - 收到消息内容: hi
2025-06-14 13:43:35 | INFO     | src.wechat_official:handle_message:263 - 使用流式响应处理简单消息，长度: 2
2025-06-14 13:43:40 | WARNING  | src.wechat_official:handle_webhook:411 - 消息处理超时，启动异步处理
2025-06-14 13:43:40 | INFO     | src.wechat_official:handle_webhook:422 - ✅ 已启动异步处理任务，用户: oeMLOwjcEuAyyiUhf4QJR8Nr-AmU
2025-06-14 13:43:40 | INFO     | src.wechat_official:handle_webhook:443 - 准备返回回复，长度: 254
2025-06-14 13:43:40 | INFO     | src.wechat_official:handle_webhook:444 - 回复XML内容: <xml>
<ToUserName><![CDATA[oeMLOwjcEuAyyiUhf4QJR8Nr-AmU]]></ToUserName>
<FromUserName><![CDATA[gh_581b6239f6e9]]></FromUserName>
<CreateTime>1749879820</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[正在处理您的消息，请稍候...]]></Content>
</xml>
2025-06-14 13:43:40 | INFO     | src.wechat_official:handle_webhook:460 - 最终返回明文响应: <xml>
<ToUserName><![CDATA[oeMLOwjcEuAyyiUhf4QJR8Nr-AmU]]></ToUserName>
<FromUserName><![CDATA[gh_581b6239f6e9]]></FromUserName>
<CreateTime>1749879820</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[正在处理您的消息，请稍候...]]></Content>
</xml>
2025-06-14 13:43:40 | INFO     | src.wechat_official:async_process_message:107 - 🚀 开始异步处理消息，用户: oeMLOwjcEuAyyiUhf4QJR8Nr-AmU
2025-06-14 13:43:40 | INFO     | src.wechat_official:async_process_message:110 - 📝 异步处理消息内容: hi...
2025-06-14 13:43:40 | INFO     | src.wechat_official:async_process_message:114 - 🔗 获取会话ID: 177586a6-c6e7-46b0-9352-b632993ca23f
2025-06-14 13:43:40 | INFO     | src.wechat_official:async_process_message:119 - ⏰ 设置Dify超时时间: 30秒
2025-06-14 13:43:40 | INFO     | src.wechat_official:async_process_message:121 - 📡 开始调用Dify API...
2025-06-14 13:43:40 | INFO     | src.wechat_official:handle_webhook:341 - 收到POST请求，加密类型: 
2025-06-14 13:43:40 | INFO     | src.wechat_official:handle_webhook:362 - 明文模式消息，跳过签名验证
2025-06-14 13:43:40 | INFO     | src.wechat_official:handle_webhook:371 - 收到微信消息: text from oeMLOwjcEuAyyiUhf4QJR8Nr-AmU
2025-06-14 13:43:40 | INFO     | src.wechat_official:handle_webhook:376 - 消息已处理过，跳过: 25052254295353546
2025-06-14 13:43:46 | INFO     | src.dify_client:chat_completion:71 - Dify API调用成功，用户: oeMLOwjcEuAyyiUhf4QJR8Nr-AmU
2025-06-14 13:43:46 | INFO     | src.wechat_official:async_process_message:127 - ✅ Dify API调用完成
2025-06-14 13:43:46 | INFO     | src.wechat_official:async_process_message:138 - 💾 保存会话ID: 177586a6-c6e7-46b0-9352-b632993ca23f
2025-06-14 13:43:46 | INFO     | src.wechat_official:async_process_message:142 - 💬 获取回复内容，长度: 13
